2.0, 16.0
50.0, 14.5
53.57142857142857, 14.5
50.0, 16.099999999999966
53.57142857142857, 16.086666666666652
57.142857142857146, 16.092499999999998
60.714285714285715, 16.09764705882346
64.28571428571429, 16.102222222222277
67.85714285714286, 16.091578947368408
71.42857142857143, 16.09599999999993
75.0, 16.100000000000023
78.57142857142857, 15.836363636363725
82.14285714285714, 14.5
85.71428571428572, 14.5
89.28571428571428, 14.499999999999998
92.85714285714286, 14.5
96.42857142857143, 14.5
50.0, 14.5
53.57142857142857, 14.5
57.142857142857146, 14.5
